"id","sport_key","sport_title","commence_time","home_team","away_team"
"15cf81ac3ce9cb6b5b377cf09e429f1a","soccer_uefa_champs_league","UEFA Champions League","2024-06-01T19:00:00Z","Borussia Dortmund","Real Madrid"
