date,total_daily_profit,number_of_bets,number_of_wins,number_of_losses,daily_profit,daily_losses,total_cash
2006-03-28,126.0,8,5,3,276.0,-150.0,7584.0
2006-03-29,40.0,7,3,4,240.0,-200.0,7624.0
2006-03-30,-50.0,1,0,1,0.0,-50.0,7574.0
2006-03-31,0.0,0,0,0,0.0,0.0,7574.0
2006-04-01,-27.5,4,2,2,72.5,-100.0,7546.5
2006-04-02,93.5,15,8,7,443.5,-350.0,7640.0
2006-04-03,0.0,0,0,0,0.0,0.0,7640.0
2006-04-04,70.0,1,1,0,70.0,0.0,7710.0
2006-04-05,-50.0,1,0,1,0.0,-50.0,7660.0
2006-04-06,-50.0,1,0,1,0.0,-50.0,7610.0
2006-04-07,0.0,0,0,0,0.0,0.0,7610.0
2006-04-08,21.5,12,5,7,371.5,-350.0,7631.5
2006-04-09,-182.5,12,4,8,217.5,-400.0,7449.0
2006-04-10,0.0,0,0,0,0.0,0.0,7449.0
2006-04-11,-50.0,1,0,1,0.0,-50.0,7399.0
2006-04-12,132.5,4,3,1,182.5,-50.0,7531.5
2006-04-13,-50.0,1,0,1,0.0,-50.0,7481.5
2006-04-14,0.0,0,0,0,0.0,0.0,7481.5
2006-04-15,-270.5,11,2,9,179.5,-450.0,7211.0
2006-04-16,-78.0,7,3,4,122.0,-200.0,7133.0
2006-04-17,158.5,4,3,1,208.5,-50.0,7291.5
2006-04-18,147.5,2,1,1,197.5,-50.0,7439.0
2006-04-19,-100.0,2,0,2,0.0,-100.0,7339.0
2006-04-20,-150.0,3,0,3,0.0,-150.0,7189.0
2006-04-21,-22.5,2,1,1,27.5,-50.0,7166.5
2006-04-22,-292.5,10,2,8,107.5,-400.0,6874.0
2006-04-23,122.5,11,5,6,422.5,-300.0,6996.5
2006-04-24,-50.0,1,0,1,0.0,-50.0,6946.5
2006-04-25,-66.5,3,1,2,33.5,-100.0,6880.0
2006-04-26,-50.0,1,0,1,0.0,-50.0,6830.0
2006-04-27,0.0,0,0,0,0.0,0.0,6830.0
2006-04-28,185.0,4,3,1,235.0,-50.0,7015.0
2006-04-29,-28.0,15,6,9,422.0,-450.0,6987.0
2006-04-30,247.0,7,5,2,347.0,-100.0,7234.0
2006-05-01,0.0,0,0,0,0.0,0.0,7234.0
2006-05-02,-100.0,2,0,2,0.0,-100.0,7134.0
2006-05-03,-122.5,4,1,3,27.5,-150.0,7011.5
2006-05-04,18.0,1,1,0,18.0,0.0,7029.5
2006-05-05,0.0,0,0,0,0.0,0.0,7029.5
2006-05-06,-114.5,10,4,6,185.5,-300.0,6915.0
2006-05-07,36.0,10,5,5,286.0,-250.0,6951.0
2006-05-08,0.0,0,0,0,0.0,0.0,6951.0
2006-05-09,0.0,0,0,0,0.0,0.0,6951.0
2006-05-10,-133.0,6,2,4,67.0,-200.0,6818.0
2006-05-11,-50.0,1,0,1,0.0,-50.0,6768.0
2006-05-12,22.5,1,1,0,22.5,0.0,6790.5
2006-05-13,7.0,10,5,5,257.0,-250.0,6797.5
2006-05-14,-105.0,6,2,4,95.0,-200.0,6692.5
2006-05-15,0.0,0,0,0,0.0,0.0,6692.5
2006-05-16,143.5,3,3,0,143.5,0.0,6836.0
2006-05-17,-100.0,2,0,2,0.0,-100.0,6736.0
2006-05-18,-50.0,1,0,1,0.0,-50.0,6686.0
2006-05-19,0.0,0,0,0,0.0,0.0,6686.0
2006-05-20,0.0,2,1,1,50.0,-50.0,6686.0
2006-05-21,57.0,3,2,1,107.0,-50.0,6743.0
2006-05-22,0.0,0,0,0,0.0,0.0,6743.0
2006-05-23,0.0,0,0,0,0.0,0.0,6743.0
2006-05-24,0.0,0,0,0,0.0,0.0,6743.0
2006-05-25,-50.0,1,0,1,0.0,-50.0,6693.0
2006-05-26,-27.5,2,1,1,22.5,-50.0,6665.5
2006-05-27,50.0,2,1,1,100.0,-50.0,6715.5
2006-05-28,49.0,4,2,2,149.0,-100.0,6764.5
2006-05-29,0.0,0,0,0,0.0,0.0,6764.5
2006-05-30,-50.0,1,0,1,0.0,-50.0,6714.5
2006-05-31,133.5,2,2,0,133.5,0.0,6848.0
2006-06-01,0.0,0,0,0,0.0,0.0,6848.0
2006-06-02,-50.0,1,0,1,0.0,-50.0,6798.0
2006-06-03,-9.0,4,2,2,91.0,-100.0,6789.0
2006-06-04,-50.0,1,0,1,0.0,-50.0,6739.0
2006-06-05,0.0,0,0,0,0.0,0.0,6739.0
2006-06-06,-50.0,1,0,1,0.0,-50.0,6689.0
2006-06-07,0.0,0,0,0,0.0,0.0,6689.0
2006-06-08,0.0,0,0,0,0.0,0.0,6689.0
2006-06-09,0.0,0,0,0,0.0,0.0,6689.0
2006-06-10,0.0,0,0,0,0.0,0.0,6689.0
2006-06-11,0.0,0,0,0,0.0,0.0,6689.0
2006-06-12,0.0,0,0,0,0.0,0.0,6689.0
2006-06-13,0.0,0,0,0,0.0,0.0,6689.0
2006-06-14,0.0,0,0,0,0.0,0.0,6689.0
2006-06-15,0.0,0,0,0,0.0,0.0,6689.0
2006-06-16,0.0,0,0,0,0.0,0.0,6689.0
2006-06-17,0.0,0,0,0,0.0,0.0,6689.0
2006-06-18,0.0,0,0,0,0.0,0.0,6689.0
2006-06-19,0.0,0,0,0,0.0,0.0,6689.0
2006-06-20,0.0,0,0,0,0.0,0.0,6689.0
2006-06-21,0.0,0,0,0,0.0,0.0,6689.0
2006-06-22,0.0,0,0,0,0.0,0.0,6689.0
2006-06-23,26.0,1,1,0,26.0,0.0,6715.0
2006-06-24,-4.5,2,1,1,45.5,-50.0,6710.5
2006-06-25,-20.0,2,1,1,30.0,-50.0,6690.5
2006-06-26,0.0,0,0,0,0.0,0.0,6690.5
2006-06-27,-50.0,1,0,1,0.0,-50.0,6640.5
2006-06-28,0.0,0,0,0,0.0,0.0,6640.5
2006-06-29,0.0,0,0,0,0.0,0.0,6640.5
2006-06-30,0.0,0,0,0,0.0,0.0,6640.5
2006-07-01,-100.0,2,0,2,0.0,-100.0,6540.5
2006-07-02,-50.0,1,0,1,0.0,-50.0,6490.5
2006-07-03,0.0,0,0,0,0.0,0.0,6490.5
2006-07-04,0.0,0,0,0,0.0,0.0,6490.5
2006-07-05,0.0,0,0,0,0.0,0.0,6490.5
2006-07-06,-50.0,1,0,1,0.0,-50.0,6440.5
2006-07-07,0.0,0,0,0,0.0,0.0,6440.5
2006-07-08,75.0,2,1,1,125.0,-50.0,6515.5
2006-07-09,0.0,0,0,0,0.0,0.0,6515.5
2006-07-10,0.0,0,0,0,0.0,0.0,6515.5
2006-07-11,0.0,0,0,0,0.0,0.0,6515.5
2006-07-12,15.0,1,1,0,15.0,0.0,6530.5
2006-07-13,27.5,1,1,0,27.5,0.0,6558.0
2006-07-14,0.0,0,0,0,0.0,0.0,6558.0
2006-07-15,100.0,3,1,2,200.0,-100.0,6658.0
2006-07-16,-61.5,3,1,2,38.5,-100.0,6596.5
2006-07-17,27.5,1,1,0,27.5,0.0,6624.0
2006-07-18,-41.5,4,2,2,58.5,-100.0,6582.5
2006-07-19,8.5,5,2,3,158.5,-150.0,6591.0
2006-07-20,0.0,0,0,0,0.0,0.0,6591.0
2006-07-21,15.0,1,1,0,15.0,0.0,6606.0
2006-07-22,90.5,3,2,1,140.5,-50.0,6696.5
2006-07-23,-50.0,1,0,1,0.0,-50.0,6646.5
2006-07-24,0.0,0,0,0,0.0,0.0,6646.5
2006-07-25,0.0,0,0,0,0.0,0.0,6646.5
2006-07-26,-50.0,1,0,1,0.0,-50.0,6596.5
2006-07-27,0.0,0,0,0,0.0,0.0,6596.5
2006-07-28,0.0,0,0,0,0.0,0.0,6596.5
2006-07-29,-200.0,4,0,4,0.0,-200.0,6396.5
2006-07-30,-22.5,2,1,1,27.5,-50.0,6374.0
2006-07-31,0.0,0,0,0,0.0,0.0,6374.0
2006-08-01,0.0,0,0,0,0.0,0.0,6374.0
2006-08-02,0.0,0,0,0,0.0,0.0,6374.0
2006-08-03,69.0,2,2,0,69.0,0.0,6443.0
2006-08-04,0.0,0,0,0,0.0,0.0,6443.0
2006-08-05,2.0,2,1,1,52.0,-50.0,6445.0
2006-08-06,10.0,2,1,1,60.0,-50.0,6455.0
2006-08-07,0.0,0,0,0,0.0,0.0,6455.0
2006-08-08,33.5,1,1,0,33.5,0.0,6488.5
2006-08-09,0.0,0,0,0,0.0,0.0,6488.5
2006-08-10,-45.0,3,1,2,55.0,-100.0,6443.5
2006-08-11,0.0,0,0,0,0.0,0.0,6443.5
2006-08-12,12.5,7,3,4,212.5,-200.0,6456.0
2006-08-13,140.0,6,5,1,190.0,-50.0,6596.0
2006-08-14,0.0,0,0,0,0.0,0.0,6596.0
2006-08-15,-20.0,2,1,1,30.0,-50.0,6576.0
2006-08-16,36.5,1,1,0,36.5,0.0,6612.5
2006-08-17,77.0,1,1,0,77.0,0.0,6689.5
2006-08-18,5.5,2,1,1,55.5,-50.0,6695.0
2006-08-19,-100.5,13,5,8,299.5,-400.0,6594.5
2006-08-20,62.5,2,1,1,112.5,-50.0,6657.0
2006-08-21,0.0,0,0,0,0.0,0.0,6657.0
2006-08-22,-113.0,4,1,3,37.0,-150.0,6544.0
2006-08-23,-24.0,6,3,3,126.0,-150.0,6520.0
2006-08-24,11.0,9,6,3,161.0,-150.0,6531.0
2006-08-25,0.0,0,0,0,0.0,0.0,6531.0
2006-08-26,278.0,7,6,1,328.0,-50.0,6809.0
2006-08-27,221.0,6,4,2,321.0,-100.0,7030.0
2006-08-28,-50.0,1,0,1,0.0,-50.0,6980.0
2006-08-29,-21.5,2,1,1,28.5,-50.0,6958.5
2006-08-30,-50.0,1,0,1,0.0,-50.0,6908.5
2006-08-31,0.0,0,0,0,0.0,0.0,6908.5
2006-09-01,-50.0,1,0,1,0.0,-50.0,6858.5
2006-09-02,-67.5,3,1,2,32.5,-100.0,6791.0
2006-09-03,137.5,3,3,0,137.5,0.0,6928.5
2006-09-04,-50.0,1,0,1,0.0,-50.0,6878.5
2006-09-05,122.5,2,2,0,122.5,0.0,7001.0
2006-09-06,-17.5,2,1,1,32.5,-50.0,6983.5
2006-09-07,0.0,0,0,0,0.0,0.0,6983.5
2006-09-08,57.5,3,1,2,157.5,-100.0,7041.0
2006-09-09,-32.5,12,5,7,317.5,-350.0,7008.5
2006-09-10,107.0,6,3,3,257.0,-150.0,7115.5
2006-09-11,0.0,0,0,0,0.0,0.0,7115.5
2006-09-12,0.0,0,0,0,0.0,0.0,7115.5
2006-09-13,-50.0,1,0,1,0.0,-50.0,7065.5
2006-09-14,285.0,3,3,0,285.0,0.0,7350.5
2006-09-15,-25.0,4,1,3,125.0,-150.0,7325.5
2006-09-16,239.5,11,5,6,539.5,-300.0,7565.0
2006-09-17,-20.0,8,4,4,180.0,-200.0,7545.0
2006-09-18,0.0,0,0,0,0.0,0.0,7545.0
2006-09-19,-123.0,6,2,4,77.0,-200.0,7422.0
2006-09-20,142.5,7,5,2,242.5,-100.0,7564.5
2006-09-21,0.0,0,0,0,0.0,0.0,7564.5
2006-09-22,32.5,1,1,0,32.5,0.0,7597.0
2006-09-23,98.0,11,5,6,398.0,-300.0,7695.0
2006-09-24,-175.0,5,1,4,25.0,-200.0,7520.0
2006-09-25,-50.0,1,0,1,0.0,-50.0,7470.0
2006-09-26,-50.0,3,1,2,50.0,-100.0,7420.0
2006-09-27,-150.0,3,0,3,0.0,-150.0,7270.0
2006-09-28,-75.0,3,1,2,25.0,-100.0,7195.0
2006-09-29,-100.0,2,0,2,0.0,-100.0,7095.0
2006-09-30,93.5,12,6,6,393.5,-300.0,7188.5
2006-10-01,-160.0,5,1,4,40.0,-200.0,7028.5
2006-10-02,92.5,2,2,0,92.5,0.0,7121.0
2006-10-03,0.0,0,0,0,0.0,0.0,7121.0
2006-10-04,-50.0,1,0,1,0.0,-50.0,7071.0
2006-10-05,0.0,0,0,0,0.0,0.0,7071.0
2006-10-06,62.5,1,1,0,62.5,0.0,7133.5
2006-10-07,175.0,8,5,3,325.0,-150.0,7308.5
2006-10-08,-102.5,6,2,4,97.5,-200.0,7206.0
2006-10-09,0.0,0,0,0,0.0,0.0,7206.0
2006-10-10,0.0,0,0,0,0.0,0.0,7206.0
2006-10-11,36.5,1,1,0,36.5,0.0,7242.5
2006-10-12,20.0,1,1,0,20.0,0.0,7262.5
2006-10-13,-50.0,1,0,1,0.0,-50.0,7212.5
2006-10-14,46.0,12,7,5,296.0,-250.0,7258.5
2006-10-15,19.0,9,5,4,219.0,-200.0,7277.5
2006-10-16,0.0,0,0,0,0.0,0.0,7277.5
2006-10-17,0.0,0,0,0,0.0,0.0,7277.5
2006-10-18,-32.5,2,1,1,17.5,-50.0,7245.0
2006-10-19,0.0,0,0,0,0.0,0.0,7245.0
2006-10-20,-66.5,3,1,2,33.5,-100.0,7178.5
2006-10-21,-288.0,11,2,9,162.0,-450.0,6890.5
2006-10-22,-88.5,4,1,3,61.5,-150.0,6802.0
2006-10-23,442.5,3,3,0,442.5,0.0,7244.5
2006-10-24,75.0,1,1,0,75.0,0.0,7319.5
2006-10-25,151.0,6,4,2,251.0,-100.0,7470.5
2006-10-26,0.0,0,0,0,0.0,0.0,7470.5
2006-10-27,352.5,6,6,0,352.5,0.0,7823.0
2006-10-28,172.5,12,8,4,372.5,-200.0,7995.5
2006-10-29,-6.0,7,4,3,144.0,-150.0,7989.5
2006-10-30,0.0,0,0,0,0.0,0.0,7989.5
2006-10-31,0.0,0,0,0,0.0,0.0,7989.5
2006-11-01,-50.0,1,0,1,0.0,-50.0,7939.5
2006-11-02,-12.5,2,1,1,37.5,-50.0,7927.0
2006-11-03,-150.0,3,0,3,0.0,-150.0,7777.0
2006-11-04,69.5,16,6,10,569.5,-500.0,7846.5
2006-11-05,23.5,9,5,4,223.5,-200.0,7870.0
2006-11-06,-50.0,1,0,1,0.0,-50.0,7820.0
2006-11-07,-50.0,1,0,1,0.0,-50.0,7770.0
2006-11-08,83.0,12,8,4,283.0,-200.0,7853.0
2006-11-09,-100.0,2,0,2,0.0,-100.0,7753.0
2006-11-10,-45.0,4,1,3,105.0,-150.0,7708.0
2006-11-11,377.0,15,9,6,677.0,-300.0,8085.0
2006-11-12,-127.5,8,3,5,122.5,-250.0,7957.5
2006-11-13,0.0,0,0,0,0.0,0.0,7957.5
2006-11-14,0.0,0,0,0,0.0,0.0,7957.5
2006-11-15,377.5,7,5,2,477.5,-100.0,8335.0
2006-11-16,0.0,0,0,0,0.0,0.0,8335.0
2006-11-17,-75.0,3,1,2,25.0,-100.0,8260.0
2006-11-18,149.5,16,10,6,449.5,-300.0,8409.5
2006-11-19,-37.5,4,2,2,62.5,-100.0,8372.0
2006-11-20,0.0,0,0,0,0.0,0.0,8372.0
2006-11-21,35.0,1,1,0,35.0,0.0,8407.0
2006-11-22,70.0,2,2,0,70.0,0.0,8477.0
2006-11-23,0.0,0,0,0,0.0,0.0,8477.0
2006-11-24,-87.5,8,3,5,162.5,-250.0,8389.5
2006-11-25,115.0,14,6,8,515.0,-400.0,8504.5
2006-11-26,-52.5,11,4,7,297.5,-350.0,8452.0
2006-11-27,36.0,1,1,0,36.0,0.0,8488.0
2006-11-28,0.0,0,0,0,0.0,0.0,8488.0
2006-11-29,0.0,0,0,0,0.0,0.0,8488.0
2006-11-30,0.0,0,0,0,0.0,0.0,8488.0
2006-12-01,-40.0,3,1,2,60.0,-100.0,8448.0
2006-12-02,-47.5,8,3,5,202.5,-250.0,8400.5
2006-12-03,-215.0,8,2,6,85.0,-300.0,8185.5
2006-12-04,0.0,0,0,0,0.0,0.0,8185.5
2006-12-05,-50.0,1,0,1,0.0,-50.0,8135.5
2006-12-06,0.0,0,0,0,0.0,0.0,8135.5
2006-12-07,0.0,0,0,0,0.0,0.0,8135.5
2006-12-08,-50.0,1,0,1,0.0,-50.0,8085.5
2006-12-09,-100.0,4,1,3,50.0,-150.0,7985.5
2006-12-10,116.5,31,13,18,1016.5,-900.0,8102.0
2006-12-11,-50.0,1,0,1,0.0,-50.0,8052.0
2006-12-12,0.0,0,0,0,0.0,0.0,8052.0
2006-12-13,0.0,0,0,0,0.0,0.0,8052.0
2006-12-14,0.0,0,0,0,0.0,0.0,8052.0
2006-12-15,0.0,0,0,0,0.0,0.0,8052.0
2006-12-16,-42.5,3,1,2,57.5,-100.0,8009.5
2006-12-17,0.0,0,0,0,0.0,0.0,8009.5
2006-12-18,70.0,1,1,0,70.0,0.0,8079.5
2006-12-19,0.0,0,0,0,0.0,0.0,8079.5
2006-12-20,62.0,1,1,0,62.0,0.0,8141.5
2006-12-21,0.0,0,0,0,0.0,0.0,8141.5
2006-12-22,204.5,4,3,1,254.5,-50.0,8346.0
2006-12-23,-60.0,3,1,2,40.0,-100.0,8286.0
2006-12-24,0.0,0,0,0,0.0,0.0,8286.0
2006-12-26,-50.0,1,0,1,0.0,-50.0,8236.0
2006-12-27,0.0,0,0,0,0.0,0.0,8236.0
2006-12-28,0.0,0,0,0,0.0,0.0,8236.0
2006-12-29,-50.0,1,0,1,0.0,-50.0,8186.0
2006-12-30,-35.5,5,2,3,114.5,-150.0,8150.5
2006-12-31,0.0,0,0,0,0.0,0.0,8150.5
2007-01-01,-100.0,2,0,2,0.0,-100.0,8050.5
2007-01-02,0.0,0,0,0,0.0,0.0,8050.5
2007-01-03,0.0,0,0,0,0.0,0.0,8050.5
2007-01-04,0.0,0,0,0,0.0,0.0,8050.5
2007-01-05,0.0,0,0,0,0.0,0.0,8050.5
2007-01-06,420.0,11,8,3,570.0,-150.0,8470.5
2007-01-07,-62.5,5,2,3,87.5,-150.0,8408.0
2007-01-08,0.0,0,0,0,0.0,0.0,8408.0
2007-01-09,0.0,0,0,0,0.0,0.0,8408.0
2007-01-10,-200.0,4,0,4,0.0,-200.0,8208.0
2007-01-11,275.0,2,1,1,325.0,-50.0,8483.0
2007-01-12,110.0,1,1,0,110.0,0.0,8593.0
2007-01-13,-340.0,8,1,7,10.0,-350.0,8253.0
2007-01-14,10.0,3,1,2,110.0,-100.0,8263.0
2007-01-15,0.0,0,0,0,0.0,0.0,8263.0
2007-01-16,-50.0,1,0,1,0.0,-50.0,8213.0
2007-01-17,-55.0,3,1,2,45.0,-100.0,8158.0
2007-01-18,0.0,0,0,0,0.0,0.0,8158.0
2007-01-19,154.5,3,3,0,154.5,0.0,8312.5
2007-01-20,-25.0,6,3,3,125.0,-150.0,8287.5
2007-01-21,291.5,7,6,1,341.5,-50.0,8579.0
2007-01-22,-50.0,1,0,1,0.0,-50.0,8529.0
2007-01-23,-50.0,1,0,1,0.0,-50.0,8479.0
2007-01-24,-92.5,5,2,3,57.5,-150.0,8386.5
2007-01-25,0.0,0,0,0,0.0,0.0,8386.5
2007-01-26,-100.0,2,0,2,0.0,-100.0,8286.5
2007-01-27,3.5,15,6,9,453.5,-450.0,8290.0
2007-01-28,-42.5,6,3,3,107.5,-150.0,8247.5
2007-01-29,-50.0,1,0,1,0.0,-50.0,8197.5
2007-01-30,0.0,0,0,0,0.0,0.0,8197.5
2007-01-31,29.5,3,2,1,79.5,-50.0,8227.0
2007-02-01,-73.5,3,1,2,26.5,-100.0,8153.5
2007-02-02,5.0,4,2,2,105.0,-100.0,8158.5
2007-02-03,90.0,14,8,6,390.0,-300.0,8248.5
2007-02-04,49.5,3,2,1,99.5,-50.0,8298.0
2007-02-05,0.0,0,0,0,0.0,0.0,8298.0
2007-02-06,-50.0,1,0,1,0.0,-50.0,8248.0
2007-02-07,10.0,3,2,1,60.0,-50.0,8258.0
2007-02-08,30.0,2,2,0,30.0,0.0,8288.0
2007-02-09,0.0,0,0,0,0.0,0.0,8288.0
2007-02-10,-142.5,14,6,8,257.5,-400.0,8145.5
2007-02-11,209.0,7,5,2,309.0,-100.0,8354.5
2007-02-12,18.5,1,1,0,18.5,0.0,8373.0
2007-02-13,22.0,2,1,1,72.0,-50.0,8395.0
2007-02-14,-83.5,4,1,3,66.5,-150.0,8311.5
2007-02-15,-14.0,2,1,1,36.0,-50.0,8297.5
2007-02-16,112.0,2,2,0,112.0,0.0,8409.5
2007-02-17,276.5,9,7,2,376.5,-100.0,8686.0
2007-02-18,-125.0,9,3,6,175.0,-300.0,8561.0
2007-02-19,0.0,0,0,0,0.0,0.0,8561.0
2007-02-20,-100.0,2,0,2,0.0,-100.0,8461.0
2007-02-21,107.5,2,1,1,157.5,-50.0,8568.5
2007-02-22,98.5,3,2,1,148.5,-50.0,8667.0
2007-02-23,-50.0,1,0,1,0.0,-50.0,8617.0
2007-02-24,-106.0,13,6,7,244.0,-350.0,8511.0
2007-02-25,-87.0,13,5,8,313.0,-400.0,8424.0
2007-02-26,0.0,0,0,0,0.0,0.0,8424.0
2007-02-27,0.0,0,0,0,0.0,0.0,8424.0
2007-02-28,-140.0,5,1,4,60.0,-200.0,8284.0
2007-03-01,0.0,0,0,0,0.0,0.0,8284.0
2007-03-02,-27.5,4,2,2,72.5,-100.0,8256.5
2007-03-03,-45.5,17,9,8,354.5,-400.0,8211.0
2007-03-04,-286.5,18,7,11,263.5,-550.0,7924.5
2007-03-05,0.0,0,0,0,0.0,0.0,7924.5
2007-03-06,74.0,2,2,0,74.0,0.0,7998.5
2007-03-07,-5.5,4,2,2,94.5,-100.0,7993.0
2007-03-08,0.0,0,0,0,0.0,0.0,7993.0
2007-03-09,62.5,1,1,0,62.5,0.0,8055.5
2007-03-10,43.5,15,7,8,443.5,-400.0,8099.0
2007-03-11,-107.5,10,4,6,192.5,-300.0,7991.5
2007-03-12,0.0,0,0,0,0.0,0.0,7991.5
2007-03-13,-32.5,3,1,2,67.5,-100.0,7959.0
2007-03-14,10.0,4,2,2,110.0,-100.0,7969.0
2007-03-15,0.0,0,0,0,0.0,0.0,7969.0
2007-03-16,72.5,5,3,2,172.5,-100.0,8041.5
2007-03-17,325.5,16,8,8,725.5,-400.0,8367.0
2007-03-18,128.5,13,7,6,428.5,-300.0,8495.5
2007-03-19,45.0,1,1,0,45.0,0.0,8540.5
2007-03-20,-2.5,2,1,1,47.5,-50.0,8538.0
2007-03-21,0.0,0,0,0,0.0,0.0,8538.0
2007-03-22,-100.0,2,0,2,0.0,-100.0,8438.0
2007-03-23,0.0,0,0,0,0.0,0.0,8438.0
2007-03-24,203.0,9,6,3,353.0,-150.0,8641.0
2007-03-25,-70.0,5,2,3,80.0,-150.0,8571.0
2007-03-26,0.0,0,0,0,0.0,0.0,8571.0
2007-03-27,-5.0,2,1,1,45.0,-50.0,8566.0
2007-03-28,0.0,0,0,0,0.0,0.0,8566.0
2007-03-29,35.0,1,1,0,35.0,0.0,8601.0
2007-03-30,-42.5,3,1,2,57.5,-100.0,8558.5
2007-03-31,-67.5,8,3,5,182.5,-250.0,8491.0
2007-04-01,-204.5,6,1,5,45.5,-250.0,8286.5
2007-04-02,30.0,1,1,0,30.0,0.0,8316.5
2007-04-03,2.0,2,1,1,52.0,-50.0,8318.5
2007-04-04,-115.0,4,1,3,35.0,-150.0,8203.5
2007-04-05,-100.0,2,0,2,0.0,-100.0,8103.5
2007-04-06,12.5,2,1,1,62.5,-50.0,8116.0
2007-04-07,-96.5,12,5,7,253.5,-350.0,8019.5
2007-04-08,-12.5,7,4,3,137.5,-150.0,8007.0
2007-04-09,42.5,4,3,1,92.5,-50.0,8049.5
2007-04-10,0.0,0,0,0,0.0,0.0,8049.5
2007-04-11,-45.0,3,1,2,55.0,-100.0,8004.5
2007-04-12,42.5,2,1,1,92.5,-50.0,8047.0
2007-04-13,-100.0,2,0,2,0.0,-100.0,7947.0
2007-04-14,-28.0,15,5,10,472.0,-500.0,7919.0
2007-04-15,432.0,15,9,6,732.0,-300.0,8351.0
2007-04-16,0.0,0,0,0,0.0,0.0,8351.0
2007-04-17,-5.0,2,1,1,45.0,-50.0,8346.0
2007-04-18,18.5,8,4,4,218.5,-200.0,8364.5
2007-04-19,-5.0,2,1,1,45.0,-50.0,8359.5
2007-04-20,0.0,2,1,1,50.0,-50.0,8359.5
2007-04-21,132.0,13,7,6,432.0,-300.0,8491.5
2007-04-22,77.0,17,10,7,427.0,-350.0,8568.5
2007-04-23,-50.0,1,0,1,0.0,-50.0,8518.5
2007-04-24,32.5,4,2,2,132.5,-100.0,8551.0
2007-04-25,-1.5,3,2,1,48.5,-50.0,8549.5
2007-04-26,-50.0,1,0,1,0.0,-50.0,8499.5
2007-04-27,-212.5,11,3,8,187.5,-400.0,8287.0
2007-04-28,7.0,20,9,11,557.0,-550.0,8294.0
2007-04-29,-257.5,18,6,12,342.5,-600.0,8036.5
2007-04-30,-100.0,2,0,2,0.0,-100.0,7936.5
2007-05-01,65.5,1,1,0,65.5,0.0,8002.0
2007-05-02,-7.5,6,2,4,192.5,-200.0,7994.5
2007-05-03,-10.0,2,1,1,40.0,-50.0,7984.5
2007-05-04,-137.5,4,1,3,12.5,-150.0,7847.0
2007-05-05,179.5,14,9,5,429.5,-250.0,8026.5
2007-05-06,-277.5,19,7,12,322.5,-600.0,7749.0
2007-05-07,87.5,2,2,0,87.5,0.0,7836.5
2007-05-08,-50.0,1,0,1,0.0,-50.0,7786.5
2007-05-09,-119.0,8,3,5,131.0,-250.0,7667.5
2007-05-10,-100.0,2,0,2,0.0,-100.0,7567.5
2007-05-11,47.5,2,1,1,97.5,-50.0,7615.0
2007-05-12,390.0,15,7,8,790.0,-400.0,8005.0
2007-05-13,-209.0,19,7,12,391.0,-600.0,7796.0
2007-05-14,0.0,0,0,0,0.0,0.0,7796.0
2007-05-15,105.5,4,3,1,155.5,-50.0,7901.5
2007-05-16,87.5,2,1,1,137.5,-50.0,7989.0
2007-05-17,150.0,2,2,0,150.0,0.0,8139.0
2007-05-18,88.0,12,7,5,338.0,-250.0,8227.0
2007-05-19,376.0,22,14,8,776.0,-400.0,8603.0
2007-05-20,1.5,15,7,8,401.5,-400.0,8604.5
2007-05-21,-119.0,4,1,3,31.0,-150.0,8485.5
2007-05-22,165.0,2,2,0,165.0,0.0,8650.5
2007-05-23,-98.0,8,3,5,152.0,-250.0,8552.5
2007-05-24,-125.0,4,1,3,25.0,-150.0,8427.5
2007-05-25,-146.0,6,2,4,54.0,-200.0,8281.5
2007-05-26,780.5,13,9,4,980.5,-200.0,9062.0
2007-05-27,62.5,11,7,4,262.5,-200.0,9124.5
2007-05-28,-150.0,3,0,3,0.0,-150.0,8974.5
2007-05-29,40.0,1,1,0,40.0,0.0,9014.5
2007-05-30,0.0,0,0,0,0.0,0.0,9014.5
2007-05-31,-50.0,1,0,1,0.0,-50.0,8964.5
2007-06-01,-7.5,2,1,1,42.5,-50.0,8957.0
2007-06-02,112.5,6,2,4,312.5,-200.0,9069.5
2007-06-03,-187.5,6,1,5,62.5,-250.0,8882.0
2007-06-04,135.0,1,1,0,135.0,0.0,9017.0
2007-06-05,-50.0,1,0,1,0.0,-50.0,8967.0
2007-06-06,-110.0,4,1,3,40.0,-150.0,8857.0
2007-06-07,-50.0,1,0,1,0.0,-50.0,8807.0
2007-06-08,-100.0,2,0,2,0.0,-100.0,8707.0
2007-06-09,-182.5,9,3,6,117.5,-300.0,8524.5
2007-06-10,205.0,9,5,4,405.0,-200.0,8729.5
2007-06-11,-50.0,1,0,1,0.0,-50.0,8679.5
2007-06-12,0.0,0,0,0,0.0,0.0,8679.5
2007-06-13,-12.5,6,3,3,137.5,-150.0,8667.0
2007-06-14,95.0,1,1,0,95.0,0.0,8762.0
2007-06-15,20.0,6,2,4,220.0,-200.0,8782.0
2007-06-16,259.5,9,6,3,409.5,-150.0,9041.5
2007-06-17,0.0,11,6,5,250.0,-250.0,9041.5
2007-06-18,0.0,0,0,0,0.0,0.0,9041.5
2007-06-19,0.0,0,0,0,0.0,0.0,9041.5
2007-06-20,132.0,3,2,1,182.0,-50.0,9173.5
2007-06-21,42.5,2,2,0,42.5,0.0,9216.0
