date,total_daily_profit,number_of_bets,number_of_wins,number_of_losses,daily_profit,daily_losses,total_cash
2012-10-14,-19.0,30,14,16,781.0,-800.0,-17406.5
2012-10-15,-55.0,5,2,3,95.0,-150.0,-17461.5
2012-10-16,-65.0,14,7,7,285.0,-350.0,-17526.5
2012-10-17,-34.5,7,3,4,165.5,-200.0,-17561.0
2012-10-18,346.5,8,6,2,446.5,-100.0,-17214.5
2012-10-19,147.5,16,10,6,447.5,-300.0,-17067.0
2012-10-20,-485.5,71,27,44,1714.5,-2200.0,-17552.5
2012-10-21,-372.5,62,27,35,1377.5,-1750.0,-17925.0
2012-10-22,-155.5,10,4,6,144.5,-300.0,-18080.5
2012-10-23,466.0,8,6,2,566.0,-100.0,-17614.5
2012-10-24,-345.5,21,7,14,354.5,-700.0,-17960.0
2012-10-25,111.0,12,8,4,311.0,-200.0,-17849.0
2012-10-26,-414.0,14,3,11,136.0,-550.0,-18263.0
2012-10-27,-283.0,66,29,37,1567.0,-1850.0,-18546.0
2012-10-28,209.5,59,33,26,1509.5,-1300.0,-18336.5
2012-10-29,222.5,4,3,1,272.5,-50.0,-18114.0
2012-10-30,-353.5,14,4,10,146.5,-500.0,-18467.5
2012-10-31,-210.5,17,8,9,239.5,-450.0,-18678.0
2012-11-01,125.5,9,6,3,275.5,-150.0,-18552.5
2012-11-02,102.0,10,6,4,302.0,-200.0,-18450.5
2012-11-03,-653.0,70,26,44,1547.0,-2200.0,-19103.5
2012-11-04,-225.0,57,26,31,1325.0,-1550.0,-19328.5
2012-11-05,-43.5,6,3,3,106.5,-150.0,-19372.0
2012-11-06,73.0,11,6,5,323.0,-250.0,-19299.0
2012-11-07,142.5,9,5,4,342.5,-200.0,-19156.5
2012-11-08,-324.5,12,3,9,125.5,-450.0,-19481.0
2012-11-09,-388.5,17,5,12,211.5,-600.0,-19869.5
2012-11-10,983.0,65,36,29,2433.0,-1450.0,-18886.5
2012-11-11,328.0,50,28,22,1428.0,-1100.0,-18558.5
2012-11-12,172.5,5,4,1,222.5,-50.0,-18386.0
2012-11-13,-70.0,9,4,5,180.0,-250.0,-18456.0
2012-11-14,-124.5,9,4,5,125.5,-250.0,-18580.5
2012-11-15,215.0,4,4,0,215.0,0.0,-18365.5
2012-11-16,-52.0,6,3,3,98.0,-150.0,-18417.5
2012-11-17,561.5,46,19,27,1911.5,-1350.0,-17856.0
2012-11-18,-263.5,47,23,24,936.5,-1200.0,-18119.5
2012-11-19,-104.0,7,3,4,96.0,-200.0,-18223.5
2012-11-20,-283.5,7,1,6,16.5,-300.0,-18507.0
2012-11-21,-134.5,7,3,4,65.5,-200.0,-18641.5
2012-11-22,33.5,8,4,4,233.5,-200.0,-18608.0
2012-11-23,-343.5,12,3,9,106.5,-450.0,-18951.5
2012-11-24,-143.0,61,31,30,1357.0,-1500.0,-19094.5
2012-11-25,-575.5,45,17,28,824.5,-1400.0,-19670.0
2012-11-26,-88.0,6,2,4,112.0,-200.0,-19758.0
2012-11-27,18.5,8,4,4,218.5,-200.0,-19739.5
2012-11-28,172.5,16,10,6,472.5,-300.0,-19567.0
2012-11-29,362.5,6,6,0,362.5,0.0,-19204.5
2012-11-30,-297.0,11,3,8,103.0,-400.0,-19501.5
2012-12-01,-528.0,45,17,28,872.0,-1400.0,-20029.5
2012-12-02,318.5,41,21,20,1318.5,-1000.0,-19711.0
2012-12-03,-53.0,5,3,2,47.0,-100.0,-19764.0
2012-12-04,65.0,9,5,4,265.0,-200.0,-19699.0
2012-12-05,-21.0,7,3,4,179.0,-200.0,-19720.0
2012-12-06,-60.0,4,1,3,90.0,-150.0,-19780.0
2012-12-07,46.5,7,4,3,196.5,-150.0,-19733.5
2012-12-08,-639.0,42,16,26,661.0,-1300.0,-20372.5
2012-12-09,-33.5,29,12,17,816.5,-850.0,-20406.0
2012-12-10,204.0,4,4,0,204.0,0.0,-20202.0
2012-12-11,41.0,6,4,2,141.0,-100.0,-20161.0
2012-12-12,176.0,8,6,2,276.0,-100.0,-19985.0
2012-12-13,-196.5,7,2,5,53.5,-250.0,-20181.5
2012-12-14,58.0,8,5,3,208.0,-150.0,-20123.5
2012-12-15,-115.0,35,16,19,835.0,-950.0,-20238.5
2012-12-16,-70.0,34,17,17,780.0,-850.0,-20308.5
2012-12-17,-10.0,4,2,2,90.0,-100.0,-20318.5
2012-12-18,-150.0,3,0,3,0.0,-150.0,-20468.5
2012-12-19,-133.5,4,1,3,16.5,-150.0,-20602.0
2012-12-20,1.0,5,3,2,101.0,-100.0,-20601.0
2012-12-21,-200.0,4,0,4,0.0,-200.0,-20801.0
2012-12-22,-363.5,21,7,14,336.5,-700.0,-21164.5
2012-12-23,182.5,19,11,8,582.5,-400.0,-20982.0
2012-12-24,0.0,0,0,0,0.0,0.0,-20982.0
2012-12-25,0.0,0,0,0,0.0,0.0,-20982.0
2012-12-26,-97.5,10,4,6,202.5,-300.0,-21079.5
2012-12-27,42.0,2,2,0,42.0,0.0,-21037.5
2012-12-28,162.5,2,2,0,162.5,0.0,-20875.0
2012-12-29,302.0,9,6,3,452.0,-150.0,-20573.0
2012-12-30,166.5,6,4,2,266.5,-100.0,-20406.5
2012-12-31,0.0,0,0,0,0.0,0.0,-20406.5
2013-01-01,-281.5,15,4,11,268.5,-550.0,-20688.0
2013-01-02,0.0,0,0,0,0.0,0.0,-20688.0
2013-01-03,45.0,1,1,0,45.0,0.0,-20643.0
2013-01-04,167.5,2,2,0,167.5,0.0,-20475.5
2013-01-05,-443.5,27,9,18,456.5,-900.0,-20919.0
2013-01-06,180.0,24,15,9,630.0,-450.0,-20739.0
2013-01-07,-70.5,7,3,4,129.5,-200.0,-20809.5
2013-01-08,-193.0,7,2,5,57.0,-250.0,-21002.5
2013-01-09,239.0,12,8,4,439.0,-200.0,-20763.5
2013-01-10,22.5,2,1,1,72.5,-50.0,-20741.0
2013-01-11,76.0,11,5,6,376.0,-300.0,-20665.0
2013-01-12,207.0,33,18,15,957.0,-750.0,-20458.0
2013-01-13,-745.5,26,6,20,254.5,-1000.0,-21203.5
2013-01-14,57.0,5,4,1,107.0,-50.0,-21146.5
2013-01-15,150.0,9,4,5,400.0,-250.0,-20996.5
2013-01-16,52.0,16,10,6,352.0,-300.0,-20944.5
2013-01-17,-27.0,4,2,2,73.0,-100.0,-20971.5
2013-01-18,-142.0,12,5,7,208.0,-350.0,-21113.5
2013-01-19,-270.0,25,11,14,430.0,-700.0,-21383.5
2013-01-20,78.0,28,13,15,828.0,-750.0,-21305.5
2013-01-21,-72.0,7,3,4,128.0,-200.0,-21377.5
2013-01-22,315.5,6,6,0,315.5,0.0,-21062.0
2013-01-23,-195.5,14,6,8,204.5,-400.0,-21257.5
2013-01-24,-112.5,7,2,5,137.5,-250.0,-21370.0
2013-01-25,-149.5,11,5,6,150.5,-300.0,-21519.5
2013-01-26,255.0,28,16,12,855.0,-600.0,-21264.5
2013-01-27,197.5,22,13,9,647.5,-450.0,-21067.0
2013-01-28,106.0,7,4,3,256.0,-150.0,-20961.0
2013-01-29,-191.5,9,3,6,108.5,-300.0,-21152.5
2013-01-30,-28.0,9,3,6,272.0,-300.0,-21180.5
2013-01-31,47.0,8,4,4,247.0,-200.0,-21133.5
2013-02-01,-260.5,13,4,9,189.5,-450.0,-21394.0
2013-02-02,-218.5,34,15,19,731.5,-950.0,-21612.5
2013-02-03,84.0,42,20,22,1184.0,-1100.0,-21528.5
2013-02-04,47.5,6,3,3,197.5,-150.0,-21481.0
2013-02-05,120.0,7,4,3,270.0,-150.0,-21361.0
2013-02-06,22.5,13,7,6,322.5,-300.0,-21338.5
2013-02-07,58.5,6,4,2,158.5,-100.0,-21280.0
2013-02-08,518.0,12,10,2,618.0,-100.0,-20762.0
2013-02-09,126.5,46,25,21,1176.5,-1050.0,-20635.5
2013-02-10,-270.5,27,11,16,529.5,-800.0,-20906.0
2013-02-11,-19.5,12,6,6,280.5,-300.0,-20925.5
2013-02-12,-308.5,14,5,9,141.5,-450.0,-21234.0
2013-02-13,241.0,15,11,4,441.0,-200.0,-20993.0
2013-02-14,99.0,5,4,1,149.0,-50.0,-20894.0
2013-02-15,-95.5,9,4,5,154.5,-250.0,-20989.5
2013-02-16,-458.5,45,17,28,941.5,-1400.0,-21448.0
2013-02-17,-590.5,55,24,31,959.5,-1550.0,-22038.5
2013-02-18,-334.5,9,1,8,65.5,-400.0,-22373.0
2013-02-19,-258.0,17,6,11,292.0,-550.0,-22631.0
2013-02-20,22.0,9,5,4,222.0,-200.0,-22609.0
2013-02-21,116.5,10,6,4,316.5,-200.0,-22492.5
2013-02-22,-193.0,10,3,7,157.0,-350.0,-22685.5
2013-02-23,-180.5,50,24,26,1119.5,-1300.0,-22866.0
2013-02-24,-182.5,48,20,28,1217.5,-1400.0,-23048.5
2013-02-25,-15.0,4,2,2,85.0,-100.0,-23063.5
2013-02-26,30.5,18,8,10,530.5,-500.0,-23033.0
2013-02-27,-304.0,14,5,9,146.0,-450.0,-23337.0
2013-02-28,209.0,8,6,2,309.0,-100.0,-23128.0
2013-03-01,164.0,12,5,7,514.0,-350.0,-22964.0
2013-03-02,-385.0,47,22,25,865.0,-1250.0,-23349.0
2013-03-03,533.5,75,37,38,2433.5,-1900.0,-22815.5
2013-03-04,74.0,13,8,5,324.0,-250.0,-22741.5
2013-03-05,-115.5,12,4,8,284.5,-400.0,-22857.0
2013-03-06,-343.5,15,4,11,206.5,-550.0,-23200.5
2013-03-07,110.0,12,7,5,360.0,-250.0,-23090.5
2013-03-08,243.0,16,9,7,593.0,-350.0,-22847.5
2013-03-09,717.5,62,33,29,2167.5,-1450.0,-22130.0
2013-03-10,86.0,48,25,23,1236.0,-1150.0,-22044.0
2013-03-11,-191.5,17,6,11,358.5,-550.0,-22235.5
2013-03-12,199.0,10,7,3,349.0,-150.0,-22036.5
2013-03-13,-77.0,11,4,7,273.0,-350.0,-22113.5
2013-03-14,60.5,5,3,2,160.5,-100.0,-22053.0
2013-03-15,5.5,13,8,5,255.5,-250.0,-22047.5
2013-03-16,494.5,53,30,23,1644.5,-1150.0,-21553.0
2013-03-17,340.5,45,25,20,1340.5,-1000.0,-21212.5
2013-03-18,-160.0,5,1,4,40.0,-200.0,-21372.5
2013-03-19,-125.0,6,2,4,75.0,-200.0,-21497.5
2013-03-20,150.5,7,6,1,200.5,-50.0,-21347.0
2013-03-21,203.5,9,6,3,353.5,-150.0,-21143.5
2013-03-22,-133.5,11,5,6,166.5,-300.0,-21277.0
2013-03-23,-191.0,41,15,26,1109.0,-1300.0,-21468.0
2013-03-24,105.5,42,20,22,1205.5,-1100.0,-21362.5
2013-03-25,368.0,8,6,2,468.0,-100.0,-20994.5
2013-03-26,-113.0,13,7,6,187.0,-300.0,-21107.5
2013-03-27,-165.0,18,8,10,335.0,-500.0,-21272.5
2013-03-28,-167.5,10,3,7,182.5,-350.0,-21440.0
2013-03-29,-248.5,14,5,9,201.5,-450.0,-21688.5
2013-03-30,-287.5,58,29,29,1162.5,-1450.0,-21976.0
2013-03-31,-125.0,30,13,17,725.0,-850.0,-22101.0
2013-04-01,4.0,24,13,11,554.0,-550.0,-22097.0
2013-04-02,-35.5,13,6,7,314.5,-350.0,-22132.5
2013-04-03,304.5,21,12,9,754.5,-450.0,-21828.0
2013-04-04,-125.0,9,3,6,175.0,-300.0,-21953.0
2013-04-05,51.5,13,7,6,351.5,-300.0,-21901.5
2013-04-06,205.0,71,33,38,2105.0,-1900.0,-21696.5
2013-04-07,-651.5,55,19,36,1148.5,-1800.0,-22348.0
2013-04-08,482.0,8,6,2,582.0,-100.0,-21866.0
2013-04-09,107.0,23,12,11,657.0,-550.0,-21759.0
2013-04-10,-456.0,37,13,24,744.0,-1200.0,-22215.0
2013-04-11,-51.5,9,5,4,148.5,-200.0,-22266.5
2013-04-12,249.0,29,16,13,899.0,-650.0,-22017.5
2013-04-13,268.5,78,41,37,2118.5,-1850.0,-21749.0
2013-04-14,-1072.5,69,24,45,1177.5,-2250.0,-22821.5
2013-04-15,-41.0,9,4,5,209.0,-250.0,-22862.5
2013-04-16,58.0,23,13,10,558.0,-500.0,-22804.5
2013-04-17,-203.0,31,15,16,597.0,-800.0,-23007.5
2013-04-18,-206.5,17,6,11,343.5,-550.0,-23214.0
2013-04-19,65.0,22,10,12,665.0,-600.0,-23149.0
2013-04-20,-299.0,74,35,39,1651.0,-1950.0,-23448.0
2013-04-21,636.5,64,37,27,1986.5,-1350.0,-22811.5
2013-04-22,124.0,11,7,4,324.0,-200.0,-22687.5
2013-04-23,-161.5,19,9,10,338.5,-500.0,-22849.0
2013-04-24,-203.5,26,10,16,596.5,-800.0,-23052.5
2013-04-25,-72.5,8,4,4,127.5,-200.0,-23125.0
2013-04-26,22.0,21,10,11,572.0,-550.0,-23103.0
2013-04-27,-357.0,76,36,40,1643.0,-2000.0,-23460.0
2013-04-28,-579.5,60,25,35,1170.5,-1750.0,-24039.5
2013-04-29,91.5,8,5,3,241.5,-150.0,-23948.0
2013-04-30,154.5,14,9,5,404.5,-250.0,-23793.5
2013-05-01,-355.0,27,12,15,395.0,-750.0,-24148.5
2013-05-02,88.0,17,9,8,488.0,-400.0,-24060.5
2013-05-03,-29.5,20,10,10,470.5,-500.0,-24090.0
2013-05-04,-61.0,57,25,32,1539.0,-1600.0,-24151.0
2013-05-05,386.0,44,24,20,1386.0,-1000.0,-23765.0
2013-05-06,-163.5,9,3,6,136.5,-300.0,-23928.5
2013-05-07,40.0,7,5,2,140.0,-100.0,-23888.5
2013-05-08,-437.0,34,14,20,563.0,-1000.0,-24325.5
2013-05-09,34.5,19,9,10,534.5,-500.0,-24291.0
2013-05-10,-42.5,12,6,6,257.5,-300.0,-24333.5
2013-05-11,-89.0,52,24,28,1311.0,-1400.0,-24422.5
2013-05-12,179.5,58,33,25,1429.5,-1250.0,-24243.0
2013-05-13,-77.0,10,5,5,173.0,-250.0,-24320.0
2013-05-14,74.5,9,5,4,274.5,-200.0,-24245.5
2013-05-15,-122.5,18,7,11,427.5,-550.0,-24368.0
2013-05-16,305.5,13,10,3,455.5,-150.0,-24062.5
2013-05-17,13.0,13,6,7,363.0,-350.0,-24049.5
2013-05-18,682.5,41,24,17,1532.5,-850.0,-23367.0
2013-05-19,-71.0,42,19,23,1079.0,-1150.0,-23438.0
2013-05-20,449.5,17,12,5,699.5,-250.0,-22988.5
2013-05-21,15.0,8,5,3,165.0,-150.0,-22973.5
2013-05-22,77.5,24,14,10,577.5,-500.0,-22896.0
2013-05-23,-98.5,11,5,6,201.5,-300.0,-22994.5
2013-05-24,-24.5,17,8,9,425.5,-450.0,-23019.0
2013-05-25,42.5,52,28,24,1242.5,-1200.0,-22976.5
2013-05-26,-303.0,53,26,27,1047.0,-1350.0,-23279.5
2013-05-27,70.5,9,5,4,270.5,-200.0,-23209.0
2013-05-28,155.5,7,6,1,205.5,-50.0,-23053.5
2013-05-29,-120.5,20,8,12,479.5,-600.0,-23174.0
2013-05-30,-39.0,12,6,6,261.0,-300.0,-23213.0
2013-05-31,-20.0,4,2,2,80.0,-100.0,-23233.0
2013-06-01,-124.0,21,11,10,376.0,-500.0,-23357.0
2013-06-02,-73.5,24,11,13,576.5,-650.0,-23430.5
2013-06-03,-175.0,5,1,4,25.0,-200.0,-23605.5
2013-06-04,-212.5,6,1,5,37.5,-250.0,-23818.0
2013-06-05,248.0,18,12,6,548.0,-300.0,-23570.0
2013-06-06,-19.0,15,7,8,381.0,-400.0,-23589.0
2013-06-07,145.0,4,3,1,195.0,-50.0,-23444.0
2013-06-08,96.5,22,12,10,596.5,-500.0,-23347.5
2013-06-09,11.0,22,12,10,511.0,-500.0,-23336.5
2013-06-10,-70.0,3,1,2,30.0,-100.0,-23406.5
2013-06-11,-10.0,3,2,1,40.0,-50.0,-23416.5
2013-06-12,129.0,8,6,2,229.0,-100.0,-23287.5
2013-06-13,48.5,6,3,3,198.5,-150.0,-23239.0
2013-06-14,90.0,3,2,1,140.0,-50.0,-23149.0
2013-06-15,-95.0,12,6,6,205.0,-300.0,-23244.0
2013-06-16,283.5,14,9,5,533.5,-250.0,-22960.5
2013-06-17,-100.0,2,0,2,0.0,-100.0,-23060.5
2013-06-18,-230.0,6,1,5,20.0,-250.0,-23290.5
2013-06-19,119.5,15,10,5,369.5,-250.0,-23171.0
2013-06-20,11.5,5,2,3,161.5,-150.0,-23159.5
2013-06-21,78.0,4,3,1,128.0,-50.0,-23081.5
2013-06-22,-351.5,13,3,10,148.5,-500.0,-23433.0
2013-06-23,-49.5,16,8,8,350.5,-400.0,-23482.5
2013-06-24,227.5,6,5,1,277.5,-50.0,-23255.0
2013-06-25,-181.5,8,3,5,68.5,-250.0,-23436.5
2013-06-26,-255.0,13,5,8,145.0,-400.0,-23691.5
2013-06-27,288.5,6,4,2,388.5,-100.0,-23403.0
2013-06-28,-64.5,12,6,6,235.5,-300.0,-23467.5
2013-06-29,49.5,15,8,7,399.5,-350.0,-23418.0
2013-06-30,-122.5,18,9,9,327.5,-450.0,-23540.5
2013-07-01,140.0,1,1,0,140.0,0.0,-23400.5
2013-07-02,-32.0,2,1,1,18.0,-50.0,-23432.5
2013-07-03,67.5,10,6,4,267.5,-200.0,-23365.0
2013-07-04,97.5,14,7,7,447.5,-350.0,-23267.5
2013-07-05,-279.0,8,2,6,21.0,-300.0,-23546.5
2013-07-06,-80.5,15,9,6,219.5,-300.0,-23627.0
2013-07-07,-127.5,22,10,12,472.5,-600.0,-23754.5
2013-07-08,-275.0,7,1,6,25.0,-300.0,-24029.5
2013-07-09,-124.0,7,3,4,76.0,-200.0,-24153.5
2013-07-10,-160.0,17,8,9,290.0,-450.0,-24313.5
2013-07-11,-48.5,13,8,5,201.5,-250.0,-24362.0
2013-07-12,269.5,9,6,3,419.5,-150.0,-24092.5
2013-07-13,141.5,32,16,16,941.5,-800.0,-23951.0
2013-07-14,-308.0,19,6,13,342.0,-650.0,-24259.0
2013-07-15,6.5,3,2,1,56.5,-50.0,-24252.5
2013-07-16,165.5,10,7,3,315.5,-150.0,-24087.0
2013-07-17,424.5,9,7,2,524.5,-100.0,-23662.5
2013-07-18,292.5,8,6,2,392.5,-100.0,-23370.0
2013-07-19,-148.0,9,3,6,152.0,-300.0,-23518.0
2013-07-20,158.5,23,13,10,658.5,-500.0,-23359.5
2013-07-21,-119.5,22,8,14,580.5,-700.0,-23479.0
2013-07-22,179.5,7,6,1,229.5,-50.0,-23299.5
2013-07-23,161.0,5,3,2,261.0,-100.0,-23138.5
2013-07-24,89.5,20,11,9,539.5,-450.0,-23049.0
2013-07-25,23.5,11,6,5,273.5,-250.0,-23025.5
2013-07-26,28.0,17,10,7,378.0,-350.0,-22997.5
2013-07-27,474.0,45,24,21,1524.0,-1050.0,-22523.5
2013-07-28,484.0,24,17,7,834.0,-350.0,-22039.5
2013-07-29,-155.0,8,3,5,95.0,-250.0,-22194.5
2013-07-30,170.5,14,10,4,370.5,-200.0,-22024.0
2013-07-31,525.0,10,9,1,575.0,-50.0,-21499.0
2013-08-01,146.0,10,6,4,346.0,-200.0,-21353.0
2013-08-02,-327.0,18,5,13,323.0,-650.0,-21680.0
2013-08-03,-565.5,44,18,26,734.5,-1300.0,-22245.5
2013-08-04,83.0,46,26,20,1083.0,-1000.0,-22162.5
2013-08-05,90.0,5,3,2,190.0,-100.0,-22072.5
2013-08-06,27.0,12,7,5,277.0,-250.0,-22045.5
2013-08-07,-157.0,23,12,11,393.0,-550.0,-22202.5
2013-08-08,359.5,13,10,3,509.5,-150.0,-21843.0
2013-08-09,-155.5,18,8,10,344.5,-500.0,-21998.5
2013-08-10,425.5,46,26,20,1425.5,-1000.0,-21573.0
2013-08-11,-63.0,39,20,19,887.0,-950.0,-21636.0
2013-08-12,123.0,6,3,3,273.0,-150.0,-21513.0
2013-08-13,-59.0,11,5,6,241.0,-300.0,-21572.0
2013-08-14,-19.5,17,8,9,430.5,-450.0,-21591.5
2013-08-15,35.5,6,3,3,185.5,-150.0,-21556.0
2013-08-16,-41.5,13,5,8,358.5,-400.0,-21597.5
2013-08-17,-589.0,61,25,36,1211.0,-1800.0,-22186.5
2013-08-18,-324.5,61,28,33,1325.5,-1650.0,-22511.0
2013-08-19,-33.5,4,2,2,66.5,-100.0,-22544.5
2013-08-20,-160.0,19,9,10,340.0,-500.0,-22704.5
2013-08-21,2.5,21,12,9,452.5,-450.0,-22702.0
2013-08-22,23.5,8,5,3,173.5,-150.0,-22678.5
2013-08-23,253.5,13,9,4,453.5,-200.0,-22425.0
2013-08-24,-179.5,56,26,30,1320.5,-1500.0,-22604.5
2013-08-25,67.0,59,33,26,1367.0,-1300.0,-22537.5
2013-08-26,159.0,23,14,9,609.0,-450.0,-22378.5
2013-08-27,-151.0,11,4,7,199.0,-350.0,-22529.5
2013-08-28,236.0,24,15,9,686.0,-450.0,-22293.5
2013-08-29,-4.0,6,3,3,146.0,-150.0,-22297.5
2013-08-30,25.0,18,9,9,475.0,-450.0,-22272.5
2013-08-31,-1025.0,63,23,40,975.0,-2000.0,-23297.5
2013-09-01,-46.0,53,25,28,1354.0,-1400.0,-23343.5
2013-09-02,-86.5,7,4,3,63.5,-150.0,-23430.0
2013-09-03,165.0,11,8,3,315.0,-150.0,-23265.0
2013-09-04,-232.0,16,7,9,218.0,-450.0,-23497.0
2013-09-05,-63.5,14,8,6,236.5,-300.0,-23560.5
2013-09-06,-121.0,13,6,7,229.0,-350.0,-23681.5
2013-09-07,7.0,45,22,23,1157.0,-1150.0,-23674.5
2013-09-08,-54.0,39,21,18,846.0,-900.0,-23728.5
2013-09-09,55.0,8,4,4,255.0,-200.0,-23673.5
2013-09-10,-78.5,6,3,3,71.5,-150.0,-23752.0
2013-09-11,71.0,16,8,8,471.0,-400.0,-23681.0
2013-09-12,63.5,5,3,2,163.5,-100.0,-23617.5
2013-09-13,-286.5,23,10,13,363.5,-650.0,-23904.0
2013-09-14,-293.5,96,48,48,2106.5,-2400.0,-24197.5
2013-09-15,47.5,62,32,30,1547.5,-1500.0,-24150.0
2013-09-16,-129.5,12,6,6,170.5,-300.0,-24279.5
2013-09-17,-565.5,18,4,14,134.5,-700.0,-24845.0
2013-09-18,11.5,20,12,8,411.5,-400.0,-24833.5
2013-09-19,90.0,11,7,4,290.0,-200.0,-24743.5
2013-09-20,-252.0,21,9,12,348.0,-600.0,-24995.5
2013-09-21,-133.0,70,34,36,1667.0,-1800.0,-25128.5
2013-09-22,225.5,61,31,30,1725.5,-1500.0,-24903.0
2013-09-23,-97.0,13,6,7,253.0,-350.0,-25000.0
2013-09-24,-148.5,16,7,9,301.5,-450.0,-25148.5
2013-09-25,79.0,34,20,14,779.0,-700.0,-25069.5
2013-09-26,34.0,10,7,3,184.0,-150.0,-25035.5
2013-09-27,-105.0,9,3,6,195.0,-300.0,-25140.5
2013-09-28,-94.5,69,34,35,1655.5,-1750.0,-25235.0
2013-09-29,1442.5,67,45,22,2542.5,-1100.0,-23792.5
2013-09-30,-87.5,14,7,7,262.5,-350.0,-23880.0
2013-10-01,-44.0,4,2,2,56.0,-100.0,-23924.0
2013-10-02,-197.0,16,7,9,253.0,-450.0,-24121.0
2013-10-03,-150.5,15,6,9,299.5,-450.0,-24271.5
2013-10-04,105.5,14,8,6,405.5,-300.0,-24166.0
2013-10-05,-368.0,72,31,41,1682.0,-2050.0,-24534.0
2013-10-06,-521.5,74,32,42,1578.5,-2100.0,-25055.5
2013-10-07,159.0,10,6,4,359.0,-200.0,-24896.5
2013-10-08,115.5,7,5,2,215.5,-100.0,-24781.0
2013-10-09,-166.5,5,1,4,33.5,-200.0,-24947.5
2013-10-10,-159.5,11,5,6,140.5,-300.0,-25107.0
2013-10-11,169.0,13,9,4,369.0,-200.0,-24938.0
2013-10-12,219.0,50,28,22,1319.0,-1100.0,-24719.0
2013-10-13,213.5,48,26,22,1313.5,-1100.0,-24505.5
2013-10-14,-88.5,5,2,3,61.5,-150.0,-24594.0
2013-10-15,-187.0,9,4,5,63.0,-250.0,-24781.0
2013-10-16,-181.5,16,6,10,318.5,-500.0,-24962.5
2013-10-17,121.0,8,5,3,271.0,-150.0,-24841.5
2013-10-18,-416.5,17,5,12,183.5,-600.0,-25258.0
2013-10-19,296.5,83,43,40,2296.5,-2000.0,-24961.5
2013-10-20,186.5,61,35,26,1486.5,-1300.0,-24775.0
2013-10-21,42.5,7,4,3,192.5,-150.0,-24732.5
2013-10-22,20.0,12,7,5,270.0,-250.0,-24712.5
2013-10-23,220.5,16,9,7,570.5,-350.0,-24492.0
2013-10-24,-280.0,7,1,6,20.0,-300.0,-24772.0
2013-10-25,-222.0,19,7,12,378.0,-600.0,-24994.0
2013-10-26,-300.5,56,27,29,1149.5,-1450.0,-25294.5
2013-10-27,-279.5,71,33,38,1620.5,-1900.0,-25574.0
2013-10-28,-409.5,12,2,10,90.5,-500.0,-25983.5
2013-10-29,-303.5,17,6,11,246.5,-550.0,-26287.0
2013-10-30,-298.0,37,16,21,752.0,-1050.0,-26585.0
2013-10-31,36.5,9,5,4,236.5,-200.0,-26548.5
2013-11-01,190.5,12,8,4,390.5,-200.0,-26358.0
2013-11-02,453.0,70,35,35,2203.0,-1750.0,-25905.0
2013-11-03,162.0,75,40,35,1912.0,-1750.0,-25743.0
2013-11-04,-47.5,7,3,4,152.5,-200.0,-25790.5
2013-11-05,92.5,5,4,1,142.5,-50.0,-25698.0
2013-11-06,-72.0,14,6,8,328.0,-400.0,-25770.0
2013-11-07,-200.0,13,5,8,200.0,-400.0,-25970.0
2013-11-08,140.0,15,9,6,440.0,-300.0,-25830.0
2013-11-09,297.0,62,35,27,1647.0,-1350.0,-25533.0
2013-11-10,87.5,59,28,31,1637.5,-1550.0,-25445.5
2013-11-11,99.0,4,3,1,149.0,-50.0,-25346.5
2013-11-12,193.5,6,5,1,243.5,-50.0,-25153.0
2013-11-13,-63.0,11,6,5,187.0,-250.0,-25216.0
2013-11-14,-20.5,4,2,2,79.5,-100.0,-25236.5
2013-11-15,139.5,13,9,4,339.5,-200.0,-25097.0
2013-11-16,-10.0,44,22,22,1090.0,-1100.0,-25107.0
2013-11-17,262.5,32,18,14,962.5,-700.0,-24844.5
2013-11-18,153.5,8,5,3,303.5,-150.0,-24691.0
2013-11-19,244.5,8,5,3,394.5,-150.0,-24446.5
2013-11-20,31.0,3,2,1,81.0,-50.0,-24415.5
2013-11-21,83.0,3,2,1,133.0,-50.0,-24332.5
2013-11-22,-121.5,15,6,9,328.5,-450.0,-24454.0
2013-11-23,-211.0,55,25,30,1289.0,-1500.0,-24665.0
2013-11-24,-142.5,40,19,21,907.5,-1050.0,-24807.5
2013-11-25,2.5,2,1,1,52.5,-50.0,-24805.0
2013-11-26,-40.0,8,4,4,160.0,-200.0,-24845.0
2013-11-27,202.5,8,5,3,352.5,-150.0,-24642.5
2013-11-28,-127.5,6,2,4,72.5,-200.0,-24770.0
2013-11-29,-216.0,12,4,8,184.0,-400.0,-24986.0
2013-11-30,213.5,66,34,32,1813.5,-1600.0,-24772.5
2013-12-01,526.0,47,29,18,1426.0,-900.0,-24246.5
2013-12-02,-77.5,9,4,5,172.5,-250.0,-24324.0
2013-12-03,-3.0,6,3,3,147.0,-150.0,-24327.0
2013-12-04,-120.5,6,2,4,79.5,-200.0,-24447.5
2013-12-05,40.5,9,5,4,240.5,-200.0,-24407.0
2013-12-06,-221.5,16,6,10,278.5,-500.0,-24628.5
2013-12-07,120.5,40,20,20,1120.5,-1000.0,-24508.0
2013-12-08,369.5,37,20,17,1219.5,-850.0,-24138.5
2013-12-09,-46.0,8,4,4,154.0,-200.0,-24184.5
2013-12-10,-37.5,6,3,3,112.5,-150.0,-24222.0
2013-12-11,2.5,7,3,4,202.5,-200.0,-24219.5
