date,total_daily_profit,number_of_bets,number_of_wins,number_of_losses,daily_profit,daily_losses,total_cash
2005-10-04,0.0,0,0,0,0.0,0.0,120.35
2005-10-05,-12.65,2,1,1,77.35,-90.0,107.7
2005-10-06,0.0,0,0,0,0.0,0.0,107.7
2005-10-07,-170.0,2,0,2,0.0,-170.0,-62.3
2005-10-08,100.0,4,2,2,270.0,-170.0,37.7
2005-10-09,0.0,0,0,0,0.0,0.0,37.7
2005-10-10,0.0,0,0,0,0.0,0.0,37.7
2005-10-11,282.85,4,3,1,372.85,-90.0,320.55
2005-10-12,-55.35,2,1,1,24.65,-80.0,265.2
2005-10-13,0.0,0,0,0,0.0,0.0,265.2
2005-10-14,0.0,0,0,0,0.0,0.0,265.2
2005-10-15,-414.15,14,4,10,390.85,-805.0,-148.95
2005-10-16,-120.0,5,2,3,130.0,-250.0,-268.95
2005-10-17,-75.0,1,0,1,0.0,-75.0,-343.95
2005-10-18,-39.25,4,2,2,120.75,-160.0,-383.2
2005-10-19,-180.0,2,0,2,0.0,-180.0,-563.2
2005-10-20,70.05,3,2,1,165.05,-95.0,-493.15
2005-10-21,-200.0,3,0,3,0.0,-200.0,-693.15
2005-10-22,-33.3,12,6,6,456.7,-490.0,-726.45
2005-10-23,-439.0,9,2,7,156.0,-595.0,-1165.45
2005-10-24,0.0,0,0,0,0.0,0.0,-1165.45
2005-10-25,74.7,3,2,1,129.7,-55.0,-1090.75
2005-10-26,-46.5,5,2,3,218.5,-265.0,-1137.25
2005-10-27,0.0,0,0,0,0.0,0.0,-1137.25
2005-10-28,19.25,1,1,0,19.25,0.0,-1118.0
2005-10-29,-190.65,12,4,8,534.35,-725.0,-1308.65
2005-10-30,473.5,6,4,2,618.5,-145.0,-835.15
2005-10-31,227.5,1,1,0,227.5,0.0,-607.65
2005-11-01,62.9,1,1,0,62.9,0.0,-544.75
2005-11-02,62.05,2,2,0,62.05,0.0,-482.7
2005-11-03,234.75,4,3,1,324.75,-90.0,-247.95
2005-11-04,-145.0,2,0,2,0.0,-145.0,-392.95
2005-11-05,-711.6,12,2,10,138.4,-850.0,-1104.55
2005-11-06,134.1,3,3,0,134.1,0.0,-970.45
2005-11-07,0.0,0,0,0,0.0,0.0,-970.45
2005-11-08,0.0,0,0,0,0.0,0.0,-970.45
2005-11-09,16.0,2,1,1,76.0,-60.0,-954.45
2005-11-10,-55.0,1,0,1,0.0,-55.0,-1009.45
2005-11-11,-60.0,1,0,1,0.0,-60.0,-1069.45
2005-11-12,-43.6,4,2,2,101.4,-145.0,-1113.05
2005-11-13,-25.8,2,1,1,59.2,-85.0,-1138.85
2005-11-14,0.0,0,0,0,0.0,0.0,-1138.85
2005-11-15,0.0,0,0,0,0.0,0.0,-1138.85
2005-11-16,-90.0,1,0,1,0.0,-90.0,-1228.85
2005-11-17,65.7,1,1,0,65.7,0.0,-1163.15
2005-11-18,0.0,0,0,0,0.0,0.0,-1163.15
2005-11-19,-187.5,5,1,4,112.5,-300.0,-1350.65
2005-11-20,80.0,3,1,2,225.0,-145.0,-1270.65
2005-11-21,0.0,0,0,0,0.0,0.0,-1270.65
2005-11-22,-95.0,1,0,1,0.0,-95.0,-1365.65
2005-11-23,39.6,1,1,0,39.6,0.0,-1326.05
2005-11-24,173.0,3,1,2,323.0,-150.0,-1153.05
2005-11-25,-46.5,3,1,2,93.5,-140.0,-1199.55
2005-11-26,12.0,9,5,4,322.0,-310.0,-1187.55
2005-11-27,233.25,3,2,1,298.25,-65.0,-954.3
2005-11-28,0.0,0,0,0,0.0,0.0,-954.3
2005-11-29,-55.0,1,0,1,0.0,-55.0,-1009.3
2005-11-30,55.25,1,1,0,55.25,0.0,-954.05
2005-12-01,0.0,0,0,0,0.0,0.0,-954.05
2005-12-02,-135.0,2,0,2,0.0,-135.0,-1089.05
2005-12-03,-652.5,9,1,8,27.5,-680.0,-1741.55
2005-12-04,145.9,7,4,3,400.9,-255.0,-1595.65
2005-12-05,-85.0,1,0,1,0.0,-85.0,-1680.65
2005-12-06,46.1,2,1,1,116.1,-70.0,-1634.55
2005-12-07,26.0,1,1,0,26.0,0.0,-1608.55
2005-12-08,0.0,0,0,0,0.0,0.0,-1608.55
2005-12-09,0.0,0,0,0,0.0,0.0,-1608.55
2005-12-10,83.6,8,4,4,443.6,-360.0,-1524.95
2005-12-11,-218.2,6,2,4,141.8,-360.0,-1743.15
2005-12-12,0.0,0,0,0,0.0,0.0,-1743.15
2005-12-13,-60.0,1,0,1,0.0,-60.0,-1803.15
2005-12-14,-125.4,4,1,3,129.6,-255.0,-1928.55
2005-12-15,0.0,0,0,0,0.0,0.0,-1928.55
2005-12-16,-60.0,1,0,1,0.0,-60.0,-1988.55
2005-12-17,-541.0,10,2,8,149.0,-690.0,-2529.55
2005-12-18,-111.95,6,3,3,118.05,-230.0,-2641.5
2005-12-19,0.0,0,0,0,0.0,0.0,-2641.5
2005-12-20,48.1,1,1,0,48.1,0.0,-2593.4
2005-12-21,-120.0,2,0,2,0.0,-120.0,-2713.4
2005-12-22,17.5,1,1,0,17.5,0.0,-2695.9
2005-12-23,0.0,0,0,0,0.0,0.0,-2695.9
2005-12-24,0.0,0,0,0,0.0,0.0,-2695.9
2005-12-26,-240.0,2,0,2,0.0,-240.0,-2935.9
2005-12-27,-95.0,1,0,1,0.0,-95.0,-3030.9
2005-12-28,0.0,0,0,0,0.0,0.0,-3030.9
2005-12-29,0.0,0,0,0,0.0,0.0,-3030.9
2005-12-30,0.0,0,0,0,0.0,0.0,-3030.9
2005-12-31,203.9,6,4,2,378.9,-175.0,-2827.0
2006-01-01,0.0,0,0,0,0.0,0.0,-2827.0
2006-01-02,-90.0,1,0,1,0.0,-90.0,-2917.0
2006-01-03,0.0,0,0,0,0.0,0.0,-2917.0
2006-01-04,-180.0,1,0,1,0.0,-180.0,-3097.0
2006-01-05,0.0,0,0,0,0.0,0.0,-3097.0
2006-01-06,0.0,0,0,0,0.0,0.0,-3097.0
2006-01-07,77.65,5,3,2,277.65,-200.0,-3019.35
2006-01-08,-175.0,2,0,2,0.0,-175.0,-3194.35
2006-01-09,0.0,0,0,0,0.0,0.0,-3194.35
2006-01-10,0.0,0,0,0,0.0,0.0,-3194.35
2006-01-11,223.25,1,1,0,223.25,0.0,-2971.1
2006-01-12,-49.0,2,1,1,21.0,-70.0,-3020.1
2006-01-13,0.0,0,0,0,0.0,0.0,-3020.1
2006-01-14,-85.0,1,0,1,0.0,-85.0,-3105.1
2006-01-15,-44.4,2,1,1,45.6,-90.0,-3149.5
2006-01-16,0.0,0,0,0,0.0,0.0,-3149.5
2006-01-17,0.0,0,0,0,0.0,0.0,-3149.5
2006-01-18,-2.65,2,1,1,77.35,-80.0,-3152.15
2006-01-19,0.0,0,0,0,0.0,0.0,-3152.15
2006-01-20,0.0,0,0,0,0.0,0.0,-3152.15
2006-01-21,-555.0,6,0,6,0.0,-555.0,-3707.15
2006-01-22,-19.0,2,1,1,66.0,-85.0,-3726.15
2006-01-23,0.0,0,0,0,0.0,0.0,-3726.15
2006-01-24,0.0,0,0,0,0.0,0.0,-3726.15
2006-01-25,-95.0,1,0,1,0.0,-95.0,-3821.15
2006-01-26,0.0,0,0,0,0.0,0.0,-3821.15
2006-01-27,100.5,2,2,0,100.5,0.0,-3720.65
2006-01-28,-67.6,2,1,1,77.4,-145.0,-3788.25
2006-01-29,498.3,2,2,0,498.3,0.0,-3289.95
2006-01-30,0.0,0,0,0,0.0,0.0,-3289.95
2006-01-31,-190.0,2,0,2,0.0,-190.0,-3479.95
2006-02-01,-176.2,3,1,2,28.8,-205.0,-3656.15
2006-02-02,-40.75,2,1,1,29.25,-70.0,-3696.9
2006-02-03,167.75,1,1,0,167.75,0.0,-3529.15
2006-02-04,-488.0,8,1,7,72.0,-560.0,-4017.15
2006-02-05,-206.6,4,1,3,38.4,-245.0,-4223.75
2006-02-06,0.0,0,0,0,0.0,0.0,-4223.75
2006-02-07,9.35,2,1,1,69.35,-60.0,-4214.4
2006-02-08,-198.3,7,3,4,151.7,-350.0,-4412.7
2006-02-09,-130.0,1,0,1,0.0,-130.0,-4542.7
2006-02-10,0.0,0,0,0,0.0,0.0,-4542.7
2006-02-11,109.9,5,3,2,299.9,-190.0,-4432.8
2006-02-12,-100.15,3,1,2,34.85,-135.0,-4532.95
2006-02-13,0.0,0,0,0,0.0,0.0,-4532.95
2006-02-14,-43.75,3,1,2,131.25,-175.0,-4576.7
2006-02-15,-140.0,1,0,1,0.0,-140.0,-4716.7
2006-02-16,0.0,0,0,0,0.0,0.0,-4716.7
2006-02-17,24.85,4,2,2,179.85,-155.0,-4691.85
2006-02-18,-530.0,7,0,7,0.0,-530.0,-5221.85
2006-02-19,89.75,6,4,2,229.75,-140.0,-5132.1
2006-02-20,0.0,0,0,0,0.0,0.0,-5132.1
2006-02-21,-57.0,2,1,1,28.0,-85.0,-5189.1
2006-02-22,81.25,3,1,2,206.25,-125.0,-5107.85
2006-02-23,130.05,2,2,0,130.05,0.0,-4977.8
2006-02-24,41.25,1,1,0,41.25,0.0,-4936.55
2006-02-25,226.45,18,11,7,781.45,-555.0,-4710.1
2006-02-26,165.8,5,3,2,320.8,-155.0,-4544.3
2006-02-27,90.0,1,1,0,90.0,0.0,-4454.3
2006-02-28,-544.1,10,2,8,125.9,-670.0,-4998.4
2006-03-01,93.8,3,2,1,168.8,-75.0,-4904.6
2006-03-02,0.0,0,0,0,0.0,0.0,-4904.6
2006-03-03,75.0,1,1,0,75.0,0.0,-4829.6
2006-03-04,202.75,5,4,1,272.75,-70.0,-4626.85
2006-03-05,-385.0,7,1,6,50.0,-435.0,-5011.85
2006-03-06,0.0,0,0,0,0.0,0.0,-5011.85
2006-03-07,464.35,4,3,1,559.35,-95.0,-4547.5
2006-03-08,-60.0,1,0,1,0.0,-60.0,-4607.5
2006-03-09,0.0,0,0,0,0.0,0.0,-4607.5
2006-03-10,0.0,0,0,0,0.0,0.0,-4607.5
2006-03-11,471.35,8,6,2,641.35,-170.0,-4136.15
2006-03-12,860.5,4,3,1,940.5,-80.0,-3275.65
2006-03-13,31.5,1,1,0,31.5,0.0,-3244.15
2006-03-14,-55.0,1,0,1,0.0,-55.0,-3299.15
2006-03-15,0.0,0,0,0,0.0,0.0,-3299.15
2006-03-16,0.0,0,0,0,0.0,0.0,-3299.15
2006-03-17,0.0,0,0,0,0.0,0.0,-3299.15
2006-03-18,-16.0,4,1,3,234.0,-250.0,-3315.15
2006-03-19,-459.45,12,4,8,155.55,-615.0,-3774.6
2006-03-20,348.5,2,2,0,348.5,0.0,-3426.1
2006-03-21,-220.0,4,1,3,60.0,-280.0,-3646.1
2006-03-22,-179.0,4,1,3,81.0,-260.0,-3825.1
2006-03-23,-75.0,1,0,1,0.0,-75.0,-3900.1
